timestamp(seconds),value
0.0,172.84443162
0.1,171.43537715
0.2,171.07493371
0.3,172.15629528
0.4,171.79582059
0.5,171.43537715
0.6,170.74724081
0.7,170.38679737
0.8,170.02632268
0.9,170.02632268
1.0,169.33818634
1.1,168.9777429
1.2,168.25682477
1.3,167.929147495
1.4,167.56868843
1.5,166.847785925
1.6,166.15963396
1.7,166.15963396
1.8,165.07827239
1.9,164.750595115
2.0,163.341540645
2.1,162.260179075
2.2,161.572042735
2.3,161.21158367
2.4,160.490681165
2.5,160.85114023
2.6,159.802544825
2.7,159.44208576
2.8,158.75394942
2.9,158.393490355
3.0,157.344910575
3.1,156.98445151
3.2,156.263549005
3.3,156.263549005
3.4,155.57539704
3.5,154.854494535
3.6,154.49403547
3.7,153.80589913
3.8,153.084996625
3.9,152.757303725
4.0,152.396860285
4.1,152.396860285
4.2,151.34826488
4.3,150.62734675
4.4,150.62734675
4.5,149.57876697
4.6,149.218307905
4.7,148.4974054
4.8,148.1697125
4.9,147.809253435
5.0,147.08835093
5.1,146.76065803
5.2,146.039755525
5.3,145.67929646
5.4,144.99116012
5.5,144.63071668
5.6,144.270257615
5.7,143.582121275
5.8,143.22166221
5.9,142.500759705
6.0,142.173066805
6.1,141.812623365
6.2,141.4521643
6.3,140.76402796
6.4,140.403568895
6.5,140.403568895
6.6,139.68266639
6.7,138.994514425
6.8,138.634070985
6.9,137.913152855
7.0,137.913152855
7.1,137.58547558
7.2,137.225016515
7.3,135.81597767
7.4,135.81597767
7.5,135.455518605
7.6,134.7346161
7.7,134.046464135
7.8,133.686020695
7.9,132.997884355
8.0,133.32556163
8.1,132.276966225
8.2,131.916522785
8.3,131.916522785
8.4,131.22837082
8.5,130.86792738
8.6,130.507468315
8.7,130.17979104
8.8,129.819331975
8.9,129.09842947
9.0,128.410277505
9.1,128.410277505
9.2,128.049834065
9.3,126.640779595
9.4,126.640779595
9.5,127.00123866
9.6,127.689375
9.7,126.28032053
9.8,125.91987709
9.9,125.59218419
10.0,125.23174075
10.1,124.871281685
10.2,124.15037918
10.3,124.871281685
10.4,123.82268628
10.5,123.101783775
10.6,122.74132471
10.7,122.05318837
10.8,121.692729305
10.9,121.332285865
11.0,121.332285865
11.1,121.692729305
11.2,120.28369046
11.3,120.28369046
11.4,119.923231395
11.5,119.595538495
11.6,119.235095055
11.7,118.87463599
11.8,119.595538495
11.9,118.514176925
12.0,117.10513808
12.1,116.744679015
12.2,116.41700174
12.3,116.056542675
12.4,115.69608361
12.5,115.33564017
12.6,116.744679015
12.7,116.056542675
12.8,114.287044765
12.9,114.287044765
13.0,113.566126635
13.1,113.23844936
13.2,112.877990295
13.3,114.64750383
13.4,115.00794727
13.5,113.566126635
13.6,112.15708779
13.7,111.46895145
13.8,107.569496565
13.9,105.83276482
14.0,104.42371035
14.1,105.11184669
14.2,105.472305755
14.3,105.11184669
14.4,105.83276482
14.5,106.8813446
14.6,107.241803665
14.7,107.241803665
14.8,107.569496565
14.9,109.011301575
15.0,109.011301575
15.1,106.8813446
