timestamp(seconds),value
0.0,180.171285997
0.05,177.945205347
0.1,176.6930336
0.15,175.695926913
0.2,174.930709616
0.25,174.188690104
0.3,174.443755165
0.35,173.191583417
0.4,172.19447673
0.45,171.939411669
0.5,171.197370043
0.55,170.687239921
0.6,170.200263356
0.65,169.458243844
0.7,169.458243844
0.75,168.948091608
0.8,168.693026548
0.85,167.4408548
0.9,167.208965409
0.95,166.698813174
1.0,166.211858723
1.05,165.701728601
1.1,165.191576365
1.15,165.446641426
1.2,164.704621914
1.25,164.704621914
1.3,163.452450166
1.35,162.71040854
1.4,162.455343479
1.45,161.968389028
1.5,161.458236792
1.55,161.203171731
1.6,160.948106671
1.65,160.71621728
1.7,159.719110593
1.75,159.464045532
1.8,158.953893297
1.85,158.722014963
1.9,158.211862728
1.95,157.701721549
2.0,158.211862728
2.05,157.701721549
2.1,157.214767098
2.15,156.472736529
2.2,155.707519232
2.25,155.475629842
2.3,154.965488663
2.35,154.478534212
2.4,154.223458094
2.45,154.478534212
2.5,154.223458094
2.55,152.716210228
2.6,152.716210228
2.65,151.974179659
2.7,151.719114598
2.75,151.232160147
2.8,150.722007911
2.85,151.232160147
2.9,150.722007911
2.95,150.211866733
3.0,149.469836164
3.05,148.982881712
3.1,148.727805594
3.15,148.217664416
3.2,147.985775025
3.25,148.472729477
3.3,148.472729477
3.35,148.217664416
3.4,145.968385981
3.45,146.47852716
3.5,145.968385981
3.55,145.48143153
3.6,145.226355412
3.65,144.971290351
3.7,146.223462099
3.75,146.223462099
3.8,144.484324843
3.85,143.232153095
3.9,142.977076977
3.95,142.490122526
4.0,142.235057465
4.05,141.724905229
4.1,142.722011916
4.15,142.977076977
4.2,142.235057465
4.25,139.98577903
4.3,139.98577903
4.35,139.730702913
4.4,139.243748461
4.45,138.988672344
4.5,140.495920209
4.55,140.7278096
4.6,139.730702913
4.65,137.249546145
4.7,137.481424478
4.75,137.249546145
4.8,136.739404966
4.85,136.484328848
4.9,136.739404966
4.95,138.733607283
5.0,137.736500596
5.05,135.997374397
5.1,134.745191592
5.15,134.745191592
5.2,134.235050413
5.25,134.00317208
5.3,135.487222161
5.35,135.997374397
5.4,135.487222161
5.45,133.748095962
5.5,132.008969763
5.55,132.008969763
5.6,131.498817527
5.65,131.243752466
5.7,132.750989275
5.75,133.493019844
5.8,133.006065393
5.85,131.753893645
5.9,129.50461521
5.95,129.759691328
6.0,129.249539093
6.05,128.994474032
6.1,128.994474032
6.15,131.498817527
6.2,131.243752466
6.25,130.501721897
6.3,127.510412894
6.35,127.510412894
6.4,127.255336776
6.45,127.000271715
6.5,126.513317264
6.55,127.255336776
6.6,128.994474032
6.65,127.000271715
6.7,125.261134459
6.75,125.261134459
6.8,125.006069398
6.85,124.51910389
6.9,124.008962711
6.95,124.51910389
7.0,126.513317264
7.05,124.51910389
7.1,123.498821532
7.15,122.756790963
7.2,122.756790963
7.25,122.269836512
7.3,122.014760394
7.35,122.269836512
7.4,124.75099328
7.45,122.501714845
7.5,121.759684276
7.55,120.762588646
7.6,120.507512529
7.65,120.252436411
7.7,120.020558077
7.75,121.272729825
7.8,122.501714845
7.85,122.014760394
7.9,120.020558077
7.95,119.255340781
8.0,118.026355761
8.05,118.026355761
8.1,117.771279643
8.15,117.516214582
8.2,119.02345139
8.25,119.510416899
8.3,119.02345139
8.35,116.774184013
8.4,116.008966716
8.45,115.777077326
8.5,115.522001208
8.55,115.266936147
8.6,116.774184013
8.65,117.516214582
8.7,116.008966716
8.75,115.266936147
8.8,114.524905578
8.85,113.782875009
8.9,113.782875009
8.95,113.527798891
9.0,114.779981696
9.05,115.777077326
