timestamp(seconds),value
0.0,188.028723517
0.05,181.634646523
0.1,177.884285716
0.15,190.467477283
0.2,189.360813118
0.25,188.70501937
0.3,187.823780641
0.35,186.49169104
0.4,185.159581894
0.45,184.503788146
0.5,183.847974853
0.55,182.741310688
0.6,181.860071959
0.65,180.753407794
0.7,179.87218861
0.75,178.990949881
0.8,178.109711152
0.85,177.228472423
0.9,176.572678675
0.95,175.896382822
1.0,174.584775781
1.05,173.908479928
1.1,173.25268618
1.15,171.920577034
1.2,171.490208722
1.25,170.834414974
1.3,169.953176245
1.35,169.071937516
1.4,168.395641663
1.45,167.514402934
1.5,166.633164205
1.55,165.977370457
1.6,164.870706292
1.65,164.419835875
1.7,163.989467563
1.75,162.882803398
1.8,162.22700965
1.85,161.345770921
1.9,160.464532192
1.95,160.013671547
2.0,159.132432819
2.05,158.476629298
2.1,157.595400342
2.15,156.919104488
2.2,156.263300968
2.25,155.607497448
2.3,154.931201594
2.35,154.049972638
2.4,153.394169117
2.45,152.512930389
2.5,151.857126868
2.55,151.406266223
2.6,150.525027495
2.65,149.869233747
2.7,149.213430226
2.75,148.537134373
2.8,147.881330853
2.85,147.225527332
2.9,146.549231479
2.95,145.893427959
3.0,146.549231479
3.05,146.549231479
3.1,146.549231479
3.15,146.344288603
3.2,146.549231479
3.25,146.344288603
3.3,146.344288603
3.35,146.344288603
3.4,146.344288603
3.45,146.344288603
3.5,146.118863167
3.55,146.118863167
3.6,145.893427959
3.65,145.893427959
3.7,145.893427959
3.75,145.893427959
3.8,145.66799275
3.85,145.66799275
3.9,145.442567314
3.95,145.442567314
4.0,145.442567314
4.05,145.442567314
4.1,145.237624438
4.15,145.237624438
4.2,145.237624438
4.25,145.012199002
4.3,144.786763793
4.35,144.786763793
4.4,144.786763793
4.45,144.561328585
4.5,144.561328585
4.55,144.561328585
4.6,144.356395482
4.65,144.356395482
4.7,144.356395482
4.75,144.130960273
4.8,144.130960273
4.85,144.130960273
4.9,143.905525065
4.95,143.905525065
5.0,143.680099628
5.05,143.680099628
5.1,143.475156753
5.15,143.475156753
5.2,143.249731316
5.25,143.249731316
5.3,143.249731316
5.35,143.024296108
5.4,143.024296108
5.45,142.798860899
5.5,142.798860899
5.55,142.798860899
5.6,142.798860899
5.65,142.593927796
5.7,142.368492588
5.75,142.368492588
5.8,142.368492588
5.85,142.143057379
5.9,142.143057379
5.95,141.917631943
6.0,141.917631943
6.05,141.917631943
6.1,141.692196734
6.15,141.692196734
6.2,141.692196734
6.25,141.487253859
6.3,141.487253859
6.35,141.261828422
6.4,141.261828422
6.45,141.036393214
6.5,141.036393214
6.55,141.036393214
6.6,140.810958005
6.65,140.810958005
6.7,140.606024902
6.75,140.606024902
6.8,140.606024902
6.85,140.606024902
6.9,140.380589694
6.95,140.380589694
7.0,140.155164257
7.05,140.155164257
7.1,140.155164257
7.15,139.929729049
7.2,139.724786173
7.25,139.724786173
7.3,139.724786173
7.35,139.724786173
7.4,139.499360737
7.45,139.499360737
7.5,139.273925528
7.55,139.273925528
7.6,139.273925528
7.65,139.04849032
7.7,139.04849032
7.75,139.04849032
7.8,138.823064884
7.85,138.823064884
7.9,138.618122008
7.95,138.618122008
8.0,138.3926868
8.05,138.3926868
8.1,138.3926868
8.15,138.3926868
8.2,138.167261363
8.25,138.167261363
8.3,137.941826155
8.35,137.941826155
8.4,137.941826155
8.45,137.736893052
8.5,137.736893052
8.55,137.511457843
8.6,137.511457843
8.65,137.511457843
8.7,137.286022634
8.75,137.286022634
8.8,137.286022634
8.85,137.060597198
8.9,137.060597198
8.95,137.060597198
9.0,136.855654323
9.05,136.855654323
9.1,136.630219114
9.15,136.630219114
9.2,136.630219114
9.25,136.404793678
9.3,136.404793678
9.35,136.179358469
9.4,136.179358469
9.45,136.179358469
9.5,135.974425366
9.55,135.974425366
9.6,135.974425366
9.65,135.748990158
9.7,135.748990158
9.75,135.748990158
9.8,135.523554949
9.85,135.523554949
9.9,135.298129513
9.95,135.523554949
10.0,135.072694304
10.05,135.072694304
10.1,135.072694304
10.15,135.072694304
10.2,134.867751429
10.25,135.072694304
10.3,135.523554949
10.35,136.179358469
10.4,136.404793678
10.45,136.404793678
10.5,136.404793678
10.55,136.179358469
10.6,136.179358469
10.65,136.179358469
10.7,136.179358469
10.75,135.974425366
10.8,135.974425366
10.85,135.974425366
10.9,136.855654323
10.95,137.286022634
11.0,137.941826155
11.05,137.736893052
11.1,137.736893052
11.15,137.736893052
11.2,137.736893052
11.25,137.511457843
11.3,137.511457843
11.35,137.736893052
11.4,139.499360737
11.45,139.724786173
11.5,139.499360737
11.55,139.499360737
11.6,139.499360737
11.65,139.273925528
11.7,139.273925528
11.75,139.929729049
11.8,140.380589694
11.85,140.380589694
11.9,140.380589694
11.95,140.380589694
12.0,140.155164257
12.05,140.155164257
12.1,139.929729049
12.15,139.499360737
12.2,139.724786173
12.25,139.499360737
12.3,139.273925528
12.35,139.499360737
12.4,138.823064884
12.45,138.823064884
12.5,138.823064884
12.55,138.823064884
12.6,138.618122008
12.65,138.618122008
12.7,138.3926868
12.75,137.286022634
12.8,137.060597198
12.85,137.060597198
12.9,136.855654323
12.95,136.855654323
13.0,136.630219114
13.05,135.298129513
13.1,135.072694304
13.15,134.642325992
13.2,134.642325992
13.25,134.642325992
13.3,134.642325992
13.35,134.416890784
13.4,132.654423098
13.45,131.998619578
13.5,131.77318437
13.55,131.77318437
13.6,131.547758933
13.65,131.547758933
13.7,130.236151893
13.75,130.010716684
13.8,130.010716684
13.85,129.785291248
13.9,129.559856039
13.95,129.785291248
14.0,128.453191874
14.05,127.367020042
14.1,127.141584834
14.15,127.141584834
14.2,127.141584834
14.25,126.916149625
14.3,126.690724189
14.35,125.80948546
14.4,124.928256503
14.45,124.702821295
14.5,124.702821295
14.55,124.497878419
14.6,124.702821295
14.65,124.497878419
14.7,123.165788818
14.75,122.940353609
14.8,122.940353609
14.85,122.940353609
14.9,122.735410734
14.95,122.735410734
15.0,121.628746569
15.05,121.177885924
15.1,121.177885924
15.15,121.177885924
15.2,121.177885924
15.25,120.747517612
15.3,119.640843675
15.35,119.18998303
15.4,118.964547821
15.45,118.964547821
15.5,118.759614718
15.55,118.759614718
15.6,117.878375989
15.65,116.997147033
15.7,116.997147033
15.75,116.771711824
15.8,116.771711824
15.85,116.997147033
15.9,115.214187014
15.95,115.009244139
16.0,115.009244139
16.05,115.009244139
16.1,114.78380893
16.15,113.246776453
16.2,112.795915808
16.25,112.795915808
16.3,112.795915808
16.35,112.5704806
16.4,112.5704806
16.45,111.258873559
16.5,110.808012914
16.55,110.582577706
16.6,110.377644603
16.65,110.377644603
16.7,110.377644603
16.75,109.045545229
16.8,108.1643065
16.85,107.938881064
16.9,107.713445855
16.95,107.713445855
17.0,107.713445855
17.05,107.283077543
17.1,106.627274023
17.15,106.401838815
17.2,106.401838815
17.25,106.401838815
17.3,105.95097817
17.35,104.639371129
17.4,103.963075276
17.45,104.188510484
17.5,103.963075276
17.55,103.963075276
17.6,103.307271755
17.65,102.876903444
17.7,102.426042799
17.75,102.426042799
17.8,102.426042799
17.85,102.20060759
17.9,101.093943425
17.95,100.212704696
18.0,100.212704696
18.05,100.007771593
18.1,100.007771593
18.15,100.007771593
18.2,98.4502370108
18.25,97.7944334905
18.3,98.019868699
18.35,97.7944334905
18.4,97.7944334905
18.45,97.7944334905
18.5,96.4623341168
18.55,96.031965805
18.6,95.8065403687
18.65,95.8065403687
18.7,95.5811051602
18.75,95.5811051602
18.8,95.3556699516
18.85,93.8186374747
18.9,93.388269163
18.95,93.388269163
19.0,93.388269163
19.05,93.388269163
19.1,93.1628339544
19.15,92.9373987459
19.2,92.0561697893
19.25,91.8307345807
19.3,91.8307345807
19.35,91.8307345807
19.4,91.6052993722
19.45,90.2937021038
19.5,89.8428316867
19.55,89.6378985835
19.6,89.8428316867
19.65,89.412463375
19.7,88.3057992098
19.75,87.854938565
19.8,87.854938565
19.85,87.854938565
19.9,87.854938565
19.95,86.7687667329
20.0,86.5433315244
20.05,86.5433315244
20.1,86.3178963158
20.15,86.3178963158
20.2,86.3178963158
20.25,85.6620927955
20.3,85.4366673592
20.35,84.9857969421
20.4,84.9857969421
20.45,84.7808638389
20.5,84.9857969421
20.55,84.9857969421
20.6,84.7808638389
20.65,84.7808638389
20.7,84.7808638389
20.75,84.7808638389
20.8,84.7808638389
20.85,84.5554286304
20.9,84.5554286304
20.95,84.5554286304
21.0,84.3300031941
21.05,84.3300031941
21.1,84.1045679855
21.15,84.1045679855
21.2,83.8996251101
21.25,83.8996251101
21.3,83.8996251101
21.35,83.6741996738
21.4,83.8996251101
21.45,83.6741996738
21.5,83.6741996738
21.55,83.4487644652
21.6,83.4487644652
21.65,83.4487644652
21.7,83.6741996738
21.75,83.4487644652
21.8,83.2233292567
21.85,83.2233292567
21.9,83.2233292567
21.95,83.0183961535
22.0,83.2233292567
22.05,83.0183961535
22.1,83.2233292567
22.15,83.0183961535
22.2,82.7929609449
22.25,82.7929609449
22.3,82.7929609449
22.35,82.7929609449
22.4,82.7929609449
22.45,82.7929609449
22.5,82.5675257364
22.55,82.5675257364
22.6,82.5675257364
22.65,82.5675257364
22.7,82.5675257364
22.75,82.5675257364
22.8,82.3421003001
22.85,82.3421003001
22.9,82.3421003001
22.95,82.1166650915
23.0,82.3421003001
23.05,82.1166650915
23.1,82.1166650915
23.15,82.1166650915
23.2,82.1166650915
23.25,82.1166650915
23.3,81.9117319883
23.35,81.9117319883
23.4,81.9117319883
23.45,81.6862967798
23.5,81.9117319883
